liquidity,sqrtPrice,token0Price,token1Price,volumeToken0,volumeToken1,volumeUSD,periodStartUnix
0,0,0,0,0,0,0,1620230400
8211610378271402,4585712621016112017198948,0.0002985007990478929305767076027691134,3350.074784354446906944908315353164,0,0,0,1620234000
9308518058952250,4634038370833656177803743,0.0002923074716328080859993394966549696,3421.055214271716639629285177437016,0,0,0,1620237600
41307681865645796,4662998591401285896717528,0.0002886879117113343462240155579369529,3463.948296525567373471323327431975,0,0,0,1620241200
164294845016334769,4659506648926898758911476,0.0002891207726971003367596602003850441,3458.762200555052838685313462350767,0,0,0,1620244800
318978629202688332,4642813424096460529455127,0.0002912035764627059304304975337071283,3434.023758042919232263539642079986,0,0,0,1620248400
194877351078561831,4693512299951275566851693,0.0002849464474640665366653176897697331,3509.431364734266509043819074735746,0,0,0,1620252000
226161309359289988,4700613921237640308929336,0.0002840861116903732815866819695032146,3520.05944271539910359216035383005,0,0,0,1620255600
659743064691200569,4669233990499644883158088,0.0002879173860055406199697867710442877,3473.218529362294974631305619933989,0,0,0,1620259200
688638259949827082,4677069893661847640947119,0.0002869534479450829678991751081308355,3484.885813922610841431315718037872,0,0,0,1620262800
720254199600559093,4671421362657390457825358,0.000287647817076263794946473495285317,3476.473453420544962493064853981254,0,0,0,1620266400
1590485279497399780,4668744259565619531983552,0.0002879777917325547458264151452562395,3472.489993008561468501726053770182,0,0,0,1620270000
1771968084700649556,4656609718296809151502876,0.0002894806153301115787647678719688628,3454.462741346745621187649605931921,0,0,0,1620273600
1799994865119918886,4651076661708841284792290,0.0002901697741913218966361962733987753,3446.258325102652907408196649472314,0,0,0,1620277200
364582390216884125,4614188610291059993601358,0.000294827833980607120005290179492492,3391.810015012954864315833722623498,0,0,0,1620280800
1700073311593758854,4642123025446192916237976,0.0002912902012700803153236288819520102,3433.002537125557451437617965517393,0,0,0,1620284400
1937189964804862139,4648625040451981052060299,0.0002904759180373143090315613103600625,3442.626179673665005343105763135186,0,0,0,1620288000
2341138450209464720,4657549259378908374549435,0.0002893638365337777280231171107957742,3455.856861654752793686445003511728,0,0,0,1620291600
3192593300901444847,4681814231876527476029080,0.0002863721713933506293007741657355854,3491.959414682216334288945939721923,0,0,0,1620295200
4383624458828622257,4688960746547341737297869,0.0002854999084607949810845531284023839,3502.628093267219385642349322068018,0,0,0,1620298800
3431663737710116185,4682761572691716376507564,0.0002862563147133262145515044898404738,3493.372717389512894681638586340608,0,0,0,1620302400
3447796868731431503,4670614926355573691683176,0.0002877471571724278503628584107547658,3475.273256655550911077648058183134,0,0,0,1620306000
3399778878430698839,4686673036197071963706038,0.0002857786991934729467220480060291319,3499.211112732363984962829660238457,0,0,0,1620309600
2315602816636621621,4714544065737319919490907,0.0002824098036146055502836849019109273,3540.953561812832281934101821706643,0,0,0,1620313200
2371851564047681106,4724812446852034977626913,0.0002811836214640792064606143207100186,3556.394909465765335437369993708702,0,0,0,1620316800
2228526496491196894,4735524732375387400856993,0.0002799129228476915258032964163481256,3572.539594908692567609150633479138,0,0,0,1620320400
2837902573698421703,4658947072731148860954800,0.0002891902282266026442130698754196868,3457.931501117055650785009242719483,0,0,0,1620324000
2663957556307845720,4668476811813820268645021,0.0002880107880275797613309785084320517,3472.09216310411444317991178947656,0,0,0,1620327600
4167045878175181781,4654679206544062502319187,0.0002897207872495629329139006171780312,3451.599070585876921222415003618809,0,0,0,1620331200
2778889993927331046,4688875323567124167403574,0.0002855103111580325510930653429368198,3502.500473429454934744104952576528,0,0,0,1620334800
3057003222268223792,4702836426517911205478038,0.0002838176636160769779293533299405837,3523.388880237947793239058889483909,0,0,0,1620338400
4910234822873252014,4685492372422267552395584,0.0002859227400077624037795733947205941,3497.448296602261835220213934300981,0,0,0,1620342000
4563760461589150644,4695947253600184416423871,0.0002846510218679126211031842436496331,3513.073634648790013029598089641683,0,0,0,1620345600
4814459925162058182,4661926287832028634503853,0.0002888207309197679798742479501056101,3462.355339990437747768936581821535,0,0,0,1620349200
2921796099876908053,4634391123337336295178861,0.0002922629746253429155069769291682469,3421.576069571993218083611336878392,0,0,0,1620352800
3146745599397613059,4635232697456551588159405,0.0002921568575679553683683509112832289,3422.818852600100560752451159029864,0,0,0,1620356400
6127675677599355153,4625062887173091469298569,0.0002934430871710705338781893167400098,3407.81583795505506402500338283096,0,0,0,1620360000
6247770780794691011,4625985295845403860169783,0.0002933260753583388227126241615203695,3409.175262643664222361643416044605,0,0,0,1620363600
